Customer_Id,Industry,Financial_Needs,Preferences,Revenue (in dollars),No of Employees
ORG_US_705,IT Services,Supply Chain Financing,Cloud Services,500M-1B,1000-5000
ORG_US_706,Healthcare,Supply Chain Financing,Cloud Services,100M-500M,100-500
ORG_US_707,Education,Business Loans,Ethical Sourcing,500M-1B,100-500
ORG_US_708,Real Estate,Business Loans,Ethical Sourcing,50M-100M,100-500
ORG_US_709,Healthcare,Investment Funds,Employee Benefits,10M-50M,1000-5000
ORG_US_710,IT Services,Business Loans,Ethical Sourcing,10M-50M,1000-5000
ORG_US_711,Retail,Payment Processing,Ethical Sourcing,10M-50M,500-1000
ORG_US_712,Real Estate,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_713,IT Services,Payment Processing,Cloud Services,100M-500M,1000-5000
ORG_US_714,Retail,Investment Funds,Employee Benefits,10M-50M,500-1000
ORG_US_715,Real Estate,Investment Funds,Cloud Services,500M-1B,100-500
ORG_US_716,IT Services,Payment Processing,Employee Benefits,10M-50M,500-1000
ORG_US_717,Healthcare,Payment Processing,Employee Benefits,100M-500M,1000-5000
ORG_US_718,Education,Supply Chain Financing,Ethical Sourcing,100M-500M,500-1000
ORG_US_719,Finance,Business Loans,Ethical Sourcing,100M-500M,100-500
ORG_US_720,Finance,Supply Chain Financing,Ethical Sourcing,50M-100M,100-500
ORG_US_721,Healthcare,Supply Chain Financing,Cloud Services,100M-500M,500-1000
ORG_US_722,Retail,Business Loans,Employee Benefits,50M-100M,500-1000
ORG_US_723,IT Services,Payment Processing,Cloud Services,50M-100M,500-1000
ORG_US_724,IT Services,Payment Processing,Employee Benefits,100M-500M,1000-5000
ORG_US_725,Education,Supply Chain Financing,Cloud Services,10M-50M,1000-5000
ORG_US_726,Manufacturing,Business Loans,Cloud Services,10M-50M,100-500
ORG_US_727,Retail,Payment Processing,Digital Payments,10M-50M,1000-5000
ORG_US_728,Education,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_729,Finance,Business Loans,Employee Benefits,50M-100M,100-500
ORG_US_730,Education,Supply Chain Financing,Cloud Services,10M-50M,500-1000
ORG_US_731,Real Estate,Business Loans,Employee Benefits,100M-500M,1000-5000
ORG_US_732,Retail,Investment Funds,Cloud Services,500M-1B,100-500
ORG_US_733,IT Services,Investment Funds,Ethical Sourcing,10M-50M,500-1000
ORG_US_734,Manufacturing,Investment Funds,Cloud Services,10M-50M,100-500
ORG_US_735,Education,Payment Processing,Employee Benefits,500M-1B,500-1000
ORG_US_736,Finance,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_737,Real Estate,Payment Processing,Digital Payments,100M-500M,500-1000
ORG_US_738,Education,Payment Processing,Employee Benefits,500M-1B,100-500
ORG_US_739,Finance,Business Loans,Digital Payments,50M-100M,500-1000
ORG_US_740,Real Estate,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_741,Manufacturing,Investment Funds,Employee Benefits,500M-1B,1000-5000
ORG_US_742,Retail,Investment Funds,Employee Benefits,50M-100M,1000-5000
ORG_US_743,Healthcare,Business Loans,Employee Benefits,50M-100M,1000-5000
ORG_US_744,Education,Payment Processing,Employee Benefits,500M-1B,1000-5000
ORG_US_745,Healthcare,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_746,IT Services,Investment Funds,Digital Payments,500M-1B,500-1000
ORG_US_747,IT Services,Payment Processing,Cloud Services,50M-100M,1000-5000
ORG_US_748,Retail,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_749,Manufacturing,Investment Funds,Cloud Services,50M-100M,500-1000
ORG_US_750,Retail,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_751,Finance,Payment Processing,Ethical Sourcing,10M-50M,100-500
ORG_US_752,IT Services,Business Loans,Employee Benefits,500M-1B,1000-5000
ORG_US_753,Education,Investment Funds,Ethical Sourcing,50M-100M,500-1000
ORG_US_754,Education,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_755,Finance,Investment Funds,Ethical Sourcing,10M-50M,500-1000
ORG_US_756,Real Estate,Business Loans,Digital Payments,10M-50M,1000-5000
ORG_US_757,Education,Investment Funds,Employee Benefits,50M-100M,100-500
ORG_US_758,Manufacturing,Payment Processing,Cloud Services,500M-1B,500-1000
ORG_US_759,Manufacturing,Business Loans,Employee Benefits,50M-100M,500-1000
ORG_US_760,Real Estate,Supply Chain Financing,Ethical Sourcing,500M-1B,500-1000
ORG_US_761,Manufacturing,Supply Chain Financing,Employee Benefits,100M-500M,1000-5000
ORG_US_762,Education,Payment Processing,Digital Payments,500M-1B,100-500
ORG_US_763,Real Estate,Payment Processing,Employee Benefits,10M-50M,1000-5000
ORG_US_764,Healthcare,Supply Chain Financing,Cloud Services,500M-1B,100-500
ORG_US_765,Retail,Investment Funds,Cloud Services,500M-1B,100-500
ORG_US_766,Finance,Payment Processing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_767,Education,Payment Processing,Ethical Sourcing,500M-1B,500-1000
ORG_US_768,IT Services,Business Loans,Cloud Services,50M-100M,100-500
ORG_US_769,Education,Business Loans,Ethical Sourcing,500M-1B,500-1000
ORG_US_770,Healthcare,Investment Funds,Digital Payments,100M-500M,500-1000
ORG_US_771,Finance,Payment Processing,Employee Benefits,500M-1B,100-500
ORG_US_772,IT Services,Payment Processing,Employee Benefits,100M-500M,100-500
ORG_US_773,Finance,Payment Processing,Digital Payments,100M-500M,500-1000
ORG_US_774,Education,Investment Funds,Cloud Services,10M-50M,100-500
ORG_US_775,Healthcare,Payment Processing,Cloud Services,100M-500M,1000-5000
ORG_US_776,Education,Investment Funds,Employee Benefits,50M-100M,100-500
ORG_US_777,Education,Investment Funds,Ethical Sourcing,500M-1B,500-1000
ORG_US_778,IT Services,Payment Processing,Cloud Services,500M-1B,100-500
ORG_US_779,Education,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_780,Retail,Payment Processing,Cloud Services,50M-100M,500-1000
ORG_US_781,Healthcare,Supply Chain Financing,Ethical Sourcing,100M-500M,1000-5000
ORG_US_782,Finance,Payment Processing,Ethical Sourcing,100M-500M,1000-5000
ORG_US_783,Real Estate,Payment Processing,Ethical Sourcing,100M-500M,100-500
ORG_US_784,Retail,Payment Processing,Ethical Sourcing,100M-500M,100-500
ORG_US_785,Retail,Supply Chain Financing,Ethical Sourcing,10M-50M,500-1000
ORG_US_786,IT Services,Payment Processing,Cloud Services,50M-100M,100-500
ORG_US_787,Finance,Business Loans,Employee Benefits,50M-100M,500-1000
ORG_US_788,IT Services,Investment Funds,Cloud Services,500M-1B,1000-5000
ORG_US_789,IT Services,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_790,Retail,Supply Chain Financing,Employee Benefits,50M-100M,500-1000
ORG_US_791,Healthcare,Supply Chain Financing,Cloud Services,50M-100M,500-1000
ORG_US_792,Manufacturing,Business Loans,Cloud Services,100M-500M,100-500
ORG_US_793,Finance,Supply Chain Financing,Employee Benefits,100M-500M,1000-5000
ORG_US_794,IT Services,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_795,Education,Supply Chain Financing,Employee Benefits,100M-500M,500-1000
ORG_US_796,Finance,Business Loans,Cloud Services,100M-500M,500-1000
ORG_US_797,Finance,Supply Chain Financing,Employee Benefits,50M-100M,1000-5000
ORG_US_798,Education,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_799,Education,Payment Processing,Cloud Services,10M-50M,1000-5000
ORG_US_800,Manufacturing,Supply Chain Financing,Cloud Services,500M-1B,100-500
ORG_US_801,IT Services,Payment Processing,Cloud Services,100M-500M,500-1000
ORG_US_802,Manufacturing,Investment Funds,Digital Payments,100M-500M,1000-5000
ORG_US_803,Education,Business Loans,Digital Payments,500M-1B,100-500
ORG_US_804,IT Services,Business Loans,Ethical Sourcing,50M-100M,100-500
ORG_US_805,Healthcare,Investment Funds,Ethical Sourcing,50M-100M,1000-5000
ORG_US_806,Education,Payment Processing,Cloud Services,500M-1B,500-1000
ORG_US_807,Manufacturing,Investment Funds,Ethical Sourcing,100M-500M,1000-5000
ORG_US_808,Finance,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_809,Retail,Business Loans,Ethical Sourcing,50M-100M,1000-5000
ORG_US_810,Real Estate,Payment Processing,Employee Benefits,500M-1B,500-1000
ORG_US_811,Education,Business Loans,Employee Benefits,100M-500M,500-1000
ORG_US_812,Healthcare,Payment Processing,Employee Benefits,10M-50M,1000-5000
ORG_US_813,Real Estate,Payment Processing,Cloud Services,100M-500M,500-1000
ORG_US_814,Real Estate,Payment Processing,Ethical Sourcing,500M-1B,100-500
ORG_US_815,Education,Payment Processing,Cloud Services,10M-50M,100-500
ORG_US_816,Manufacturing,Payment Processing,Ethical Sourcing,50M-100M,100-500
ORG_US_817,Retail,Business Loans,Ethical Sourcing,500M-1B,1000-5000
ORG_US_818,IT Services,Business Loans,Employee Benefits,10M-50M,1000-5000
ORG_US_819,IT Services,Payment Processing,Employee Benefits,500M-1B,500-1000
ORG_US_820,Retail,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_821,Education,Payment Processing,Cloud Services,500M-1B,100-500
ORG_US_822,Real Estate,Business Loans,Cloud Services,100M-500M,500-1000
ORG_US_823,Education,Supply Chain Financing,Cloud Services,10M-50M,100-500
ORG_US_824,Finance,Business Loans,Cloud Services,500M-1B,500-1000
ORG_US_825,Finance,Investment Funds,Cloud Services,50M-100M,100-500
ORG_US_826,Healthcare,Payment Processing,Digital Payments,50M-100M,100-500
ORG_US_827,Manufacturing,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_828,Retail,Supply Chain Financing,Cloud Services,100M-500M,1000-5000
ORG_US_829,Healthcare,Payment Processing,Cloud Services,10M-50M,500-1000
ORG_US_830,Manufacturing,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_831,Healthcare,Supply Chain Financing,Digital Payments,50M-100M,100-500
ORG_US_832,Finance,Supply Chain Financing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_833,Retail,Payment Processing,Employee Benefits,50M-100M,500-1000
ORG_US_834,Education,Business Loans,Cloud Services,10M-50M,500-1000
ORG_US_835,Education,Investment Funds,Employee Benefits,100M-500M,1000-5000
ORG_US_836,IT Services,Business Loans,Ethical Sourcing,10M-50M,100-500
ORG_US_837,Manufacturing,Supply Chain Financing,Cloud Services,10M-50M,100-500
ORG_US_838,Education,Business Loans,Employee Benefits,10M-50M,100-500
ORG_US_839,Healthcare,Supply Chain Financing,Digital Payments,500M-1B,500-1000
ORG_US_840,IT Services,Investment Funds,Cloud Services,10M-50M,500-1000
ORG_US_841,Real Estate,Payment Processing,Digital Payments,500M-1B,1000-5000
ORG_US_842,Healthcare,Business Loans,Cloud Services,50M-100M,1000-5000
ORG_US_843,Real Estate,Business Loans,Cloud Services,50M-100M,500-1000
ORG_US_844,Finance,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_845,Retail,Payment Processing,Ethical Sourcing,10M-50M,500-1000
ORG_US_846,Real Estate,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_847,Healthcare,Supply Chain Financing,Cloud Services,50M-100M,100-500
ORG_US_848,IT Services,Supply Chain Financing,Digital Payments,50M-100M,1000-5000
ORG_US_849,Real Estate,Payment Processing,Digital Payments,50M-100M,1000-5000
ORG_US_850,Education,Payment Processing,Ethical Sourcing,10M-50M,100-500
ORG_US_851,Finance,Business Loans,Cloud Services,500M-1B,1000-5000
ORG_US_852,Manufacturing,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_853,IT Services,Investment Funds,Cloud Services,100M-500M,100-500
ORG_US_854,Healthcare,Supply Chain Financing,Ethical Sourcing,100M-500M,1000-5000
ORG_US_855,Healthcare,Supply Chain Financing,Digital Payments,100M-500M,500-1000
ORG_US_856,Manufacturing,Investment Funds,Digital Payments,500M-1B,100-500
ORG_US_857,Education,Investment Funds,Digital Payments,100M-500M,100-500
ORG_US_858,Real Estate,Payment Processing,Cloud Services,10M-50M,100-500
ORG_US_859,Healthcare,Investment Funds,Cloud Services,50M-100M,100-500
ORG_US_860,IT Services,Payment Processing,Employee Benefits,10M-50M,1000-5000
ORG_US_861,Real Estate,Supply Chain Financing,Ethical Sourcing,50M-100M,1000-5000
ORG_US_862,Education,Business Loans,Digital Payments,50M-100M,1000-5000
ORG_US_863,Finance,Business Loans,Ethical Sourcing,50M-100M,1000-5000
ORG_US_864,Healthcare,Payment Processing,Employee Benefits,100M-500M,1000-5000
ORG_US_865,Education,Payment Processing,Employee Benefits,10M-50M,100-500
ORG_US_866,Retail,Supply Chain Financing,Digital Payments,100M-500M,100-500
ORG_US_867,Healthcare,Payment Processing,Ethical Sourcing,500M-1B,500-1000
ORG_US_868,Retail,Business Loans,Cloud Services,10M-50M,1000-5000
ORG_US_869,IT Services,Supply Chain Financing,Cloud Services,10M-50M,500-1000
ORG_US_870,Finance,Business Loans,Ethical Sourcing,100M-500M,100-500
ORG_US_871,Manufacturing,Business Loans,Digital Payments,100M-500M,500-1000
ORG_US_872,Real Estate,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_873,Real Estate,Investment Funds,Ethical Sourcing,50M-100M,1000-5000
ORG_US_874,IT Services,Payment Processing,Cloud Services,500M-1B,100-500
ORG_US_875,Real Estate,Supply Chain Financing,Digital Payments,10M-50M,1000-5000
ORG_US_876,Retail,Supply Chain Financing,Employee Benefits,100M-500M,500-1000
ORG_US_877,Real Estate,Business Loans,Digital Payments,500M-1B,1000-5000
ORG_US_878,Healthcare,Investment Funds,Employee Benefits,50M-100M,100-500
ORG_US_879,Finance,Investment Funds,Employee Benefits,100M-500M,500-1000
ORG_US_880,Education,Investment Funds,Ethical Sourcing,50M-100M,1000-5000
ORG_US_881,IT Services,Payment Processing,Digital Payments,50M-100M,500-1000
ORG_US_882,Manufacturing,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_883,IT Services,Payment Processing,Ethical Sourcing,50M-100M,100-500
ORG_US_884,Retail,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_885,Education,Investment Funds,Digital Payments,500M-1B,100-500
ORG_US_886,IT Services,Supply Chain Financing,Ethical Sourcing,500M-1B,100-500
ORG_US_887,Healthcare,Payment Processing,Employee Benefits,50M-100M,1000-5000
ORG_US_888,Manufacturing,Business Loans,Digital Payments,50M-100M,1000-5000
ORG_US_889,Healthcare,Business Loans,Digital Payments,50M-100M,1000-5000
ORG_US_890,Manufacturing,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_891,Healthcare,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_892,IT Services,Investment Funds,Digital Payments,50M-100M,500-1000
ORG_US_893,Healthcare,Supply Chain Financing,Cloud Services,100M-500M,500-1000
ORG_US_894,IT Services,Business Loans,Digital Payments,10M-50M,100-500
ORG_US_895,Healthcare,Payment Processing,Employee Benefits,100M-500M,100-500
ORG_US_896,Manufacturing,Business Loans,Employee Benefits,50M-100M,100-500
ORG_US_897,Finance,Business Loans,Employee Benefits,500M-1B,100-500
ORG_US_898,Healthcare,Investment Funds,Cloud Services,500M-1B,1000-5000
ORG_US_899,Manufacturing,Business Loans,Employee Benefits,500M-1B,1000-5000
ORG_US_900,Finance,Investment Funds,Cloud Services,50M-100M,500-1000
ORG_US_901,Finance,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_902,Education,Supply Chain Financing,Employee Benefits,500M-1B,1000-5000
ORG_US_903,Real Estate,Investment Funds,Cloud Services,50M-100M,100-500
ORG_US_904,Real Estate,Payment Processing,Cloud Services,500M-1B,100-500
ORG_US_905,IT Services,Supply Chain Financing,Digital Payments,50M-100M,100-500
ORG_US_906,Retail,Investment Funds,Ethical Sourcing,10M-50M,500-1000
ORG_US_907,Real Estate,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_908,Education,Business Loans,Cloud Services,100M-500M,500-1000
ORG_US_909,Manufacturing,Business Loans,Ethical Sourcing,100M-500M,1000-5000
ORG_US_910,Manufacturing,Payment Processing,Ethical Sourcing,10M-50M,100-500
ORG_US_911,Education,Business Loans,Ethical Sourcing,10M-50M,1000-5000
ORG_US_912,IT Services,Payment Processing,Cloud Services,10M-50M,500-1000
ORG_US_913,Real Estate,Payment Processing,Ethical Sourcing,100M-500M,100-500
ORG_US_914,Real Estate,Supply Chain Financing,Cloud Services,50M-100M,1000-5000
ORG_US_915,Finance,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_916,Healthcare,Supply Chain Financing,Cloud Services,50M-100M,500-1000
ORG_US_917,Finance,Investment Funds,Digital Payments,10M-50M,500-1000
ORG_US_918,Manufacturing,Business Loans,Cloud Services,500M-1B,100-500
ORG_US_919,IT Services,Supply Chain Financing,Digital Payments,50M-100M,100-500
ORG_US_920,Real Estate,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_921,Education,Investment Funds,Ethical Sourcing,500M-1B,1000-5000
ORG_US_922,Retail,Supply Chain Financing,Digital Payments,50M-100M,1000-5000
ORG_US_923,Healthcare,Payment Processing,Digital Payments,10M-50M,1000-5000
ORG_US_924,Healthcare,Investment Funds,Ethical Sourcing,50M-100M,100-500
ORG_US_925,Retail,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_926,Healthcare,Business Loans,Digital Payments,50M-100M,100-500
ORG_US_927,IT Services,Business Loans,Cloud Services,10M-50M,100-500
ORG_US_928,Education,Payment Processing,Cloud Services,10M-50M,500-1000
ORG_US_929,Education,Business Loans,Ethical Sourcing,10M-50M,1000-5000
ORG_US_930,Healthcare,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_931,Real Estate,Investment Funds,Ethical Sourcing,10M-50M,100-500
ORG_US_932,Manufacturing,Payment Processing,Cloud Services,100M-500M,1000-5000
ORG_US_933,Finance,Investment Funds,Ethical Sourcing,50M-100M,1000-5000
ORG_US_934,Finance,Payment Processing,Ethical Sourcing,50M-100M,500-1000
ORG_US_935,Manufacturing,Supply Chain Financing,Ethical Sourcing,100M-500M,1000-5000
ORG_US_936,Education,Supply Chain Financing,Employee Benefits,100M-500M,500-1000
ORG_US_937,Education,Investment Funds,Cloud Services,100M-500M,100-500
ORG_US_938,Manufacturing,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_939,Real Estate,Business Loans,Ethical Sourcing,100M-500M,500-1000
ORG_US_940,Manufacturing,Investment Funds,Ethical Sourcing,100M-500M,500-1000
ORG_US_941,Finance,Business Loans,Cloud Services,10M-50M,500-1000
ORG_US_942,IT Services,Business Loans,Ethical Sourcing,100M-500M,1000-5000
ORG_US_943,Education,Supply Chain Financing,Employee Benefits,500M-1B,500-1000
ORG_US_944,Healthcare,Business Loans,Digital Payments,50M-100M,500-1000
ORG_US_945,Manufacturing,Investment Funds,Employee Benefits,500M-1B,1000-5000
ORG_US_946,Healthcare,Supply Chain Financing,Digital Payments,100M-500M,1000-5000
ORG_US_947,Retail,Investment Funds,Digital Payments,50M-100M,500-1000
ORG_US_948,Healthcare,Supply Chain Financing,Digital Payments,500M-1B,1000-5000
ORG_US_949,Real Estate,Payment Processing,Digital Payments,50M-100M,500-1000
ORG_US_950,Real Estate,Payment Processing,Employee Benefits,50M-100M,500-1000
ORG_US_951,Real Estate,Supply Chain Financing,Cloud Services,100M-500M,1000-5000
ORG_US_952,IT Services,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_953,Real Estate,Supply Chain Financing,Cloud Services,500M-1B,1000-5000
ORG_US_954,Real Estate,Payment Processing,Ethical Sourcing,10M-50M,500-1000
ORG_US_955,Real Estate,Business Loans,Digital Payments,100M-500M,100-500
ORG_US_956,Finance,Payment Processing,Ethical Sourcing,10M-50M,500-1000
ORG_US_957,Finance,Business Loans,Employee Benefits,10M-50M,100-500
ORG_US_958,Retail,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_959,Healthcare,Payment Processing,Employee Benefits,10M-50M,1000-5000
ORG_US_960,IT Services,Business Loans,Digital Payments,500M-1B,500-1000
ORG_US_961,Finance,Supply Chain Financing,Cloud Services,500M-1B,500-1000
ORG_US_962,Real Estate,Payment Processing,Cloud Services,100M-500M,500-1000
ORG_US_963,Retail,Business Loans,Ethical Sourcing,500M-1B,500-1000
ORG_US_964,Manufacturing,Payment Processing,Employee Benefits,100M-500M,1000-5000
ORG_US_965,IT Services,Business Loans,Cloud Services,500M-1B,1000-5000
ORG_US_966,Finance,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_967,Real Estate,Business Loans,Employee Benefits,10M-50M,100-500
ORG_US_968,Real Estate,Supply Chain Financing,Employee Benefits,10M-50M,500-1000
ORG_US_969,Finance,Supply Chain Financing,Digital Payments,100M-500M,500-1000
ORG_US_970,Healthcare,Investment Funds,Cloud Services,10M-50M,500-1000
ORG_US_971,Retail,Business Loans,Ethical Sourcing,100M-500M,100-500
ORG_US_972,Retail,Payment Processing,Cloud Services,50M-100M,100-500
ORG_US_973,Manufacturing,Payment Processing,Digital Payments,500M-1B,100-500
ORG_US_974,Finance,Business Loans,Ethical Sourcing,500M-1B,100-500
ORG_US_975,Retail,Investment Funds,Employee Benefits,50M-100M,100-500
ORG_US_976,Healthcare,Supply Chain Financing,Ethical Sourcing,500M-1B,1000-5000
ORG_US_977,Finance,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_978,Healthcare,Business Loans,Cloud Services,50M-100M,100-500
ORG_US_979,Retail,Business Loans,Cloud Services,100M-500M,1000-5000
ORG_US_980,IT Services,Investment Funds,Digital Payments,10M-50M,1000-5000
ORG_US_981,Education,Payment Processing,Digital Payments,500M-1B,500-1000
ORG_US_982,Real Estate,Investment Funds,Digital Payments,500M-1B,500-1000
ORG_US_983,Manufacturing,Investment Funds,Cloud Services,10M-50M,1000-5000
ORG_US_984,Manufacturing,Investment Funds,Digital Payments,10M-50M,100-500
ORG_US_985,Education,Supply Chain Financing,Cloud Services,500M-1B,100-500
ORG_US_986,Real Estate,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_987,Real Estate,Investment Funds,Ethical Sourcing,100M-500M,1000-5000
ORG_US_988,IT Services,Business Loans,Ethical Sourcing,50M-100M,1000-5000
ORG_US_989,Retail,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_990,Retail,Payment Processing,Digital Payments,500M-1B,100-500
ORG_US_991,Education,Payment Processing,Employee Benefits,10M-50M,500-1000
ORG_US_992,Education,Supply Chain Financing,Ethical Sourcing,100M-500M,100-500
ORG_US_993,Manufacturing,Investment Funds,Ethical Sourcing,500M-1B,500-1000
ORG_US_994,Retail,Business Loans,Employee Benefits,10M-50M,100-500
ORG_US_995,Education,Business Loans,Ethical Sourcing,10M-50M,500-1000
ORG_US_996,Healthcare,Investment Funds,Ethical Sourcing,500M-1B,100-500
ORG_US_997,Manufacturing,Business Loans,Ethical Sourcing,50M-100M,1000-5000
ORG_US_998,Retail,Supply Chain Financing,Digital Payments,50M-100M,1000-5000
ORG_US_999,IT Services,Business Loans,Ethical Sourcing,50M-100M,100-500
ORG_US_1000,IT Services,Payment Processing,Cloud Services,100M-500M,100-500
ORG_US_1001,Real Estate,Business Loans,Cloud Services,100M-500M,100-500
ORG_US_1002,IT Services,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1003,IT Services,Payment Processing,Employee Benefits,10M-50M,100-500
ORG_US_1004,Retail,Supply Chain Financing,Ethical Sourcing,500M-1B,500-1000
ORG_US_1005,Manufacturing,Payment Processing,Cloud Services,10M-50M,1000-5000
ORG_US_1006,Real Estate,Investment Funds,Cloud Services,10M-50M,1000-5000
ORG_US_1007,Retail,Investment Funds,Employee Benefits,500M-1B,500-1000
ORG_US_1008,IT Services,Business Loans,Cloud Services,10M-50M,500-1000
ORG_US_1009,Education,Investment Funds,Digital Payments,50M-100M,1000-5000
ORG_US_1010,Retail,Payment Processing,Digital Payments,10M-50M,100-500
ORG_US_1011,IT Services,Payment Processing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1012,Finance,Supply Chain Financing,Ethical Sourcing,50M-100M,500-1000
ORG_US_1013,Education,Investment Funds,Digital Payments,500M-1B,1000-5000
ORG_US_1014,Healthcare,Supply Chain Financing,Digital Payments,10M-50M,500-1000
ORG_US_1015,Real Estate,Payment Processing,Digital Payments,50M-100M,1000-5000
ORG_US_1016,Retail,Supply Chain Financing,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1017,Manufacturing,Business Loans,Digital Payments,50M-100M,500-1000
ORG_US_1018,Finance,Investment Funds,Digital Payments,50M-100M,500-1000
ORG_US_1019,IT Services,Business Loans,Digital Payments,500M-1B,1000-5000
ORG_US_1020,Education,Investment Funds,Employee Benefits,100M-500M,1000-5000
ORG_US_1021,Manufacturing,Investment Funds,Employee Benefits,10M-50M,100-500
ORG_US_1022,Education,Supply Chain Financing,Cloud Services,100M-500M,100-500
ORG_US_1023,Healthcare,Supply Chain Financing,Employee Benefits,50M-100M,1000-5000
ORG_US_1024,Education,Investment Funds,Employee Benefits,10M-50M,500-1000
ORG_US_1025,IT Services,Supply Chain Financing,Employee Benefits,100M-500M,100-500
ORG_US_1026,Finance,Business Loans,Digital Payments,10M-50M,500-1000
ORG_US_1027,Finance,Investment Funds,Cloud Services,50M-100M,500-1000
ORG_US_1028,Finance,Investment Funds,Cloud Services,100M-500M,1000-5000
ORG_US_1029,Finance,Investment Funds,Digital Payments,500M-1B,100-500
ORG_US_1030,Retail,Investment Funds,Employee Benefits,50M-100M,1000-5000
ORG_US_1031,Healthcare,Investment Funds,Employee Benefits,50M-100M,500-1000
ORG_US_1032,Education,Investment Funds,Ethical Sourcing,100M-500M,500-1000
ORG_US_1033,Education,Investment Funds,Ethical Sourcing,50M-100M,1000-5000
ORG_US_1034,Healthcare,Supply Chain Financing,Ethical Sourcing,10M-50M,100-500
ORG_US_1035,Education,Business Loans,Employee Benefits,10M-50M,100-500
ORG_US_1036,Manufacturing,Supply Chain Financing,Digital Payments,500M-1B,100-500
ORG_US_1037,Healthcare,Business Loans,Employee Benefits,500M-1B,500-1000
ORG_US_1038,IT Services,Business Loans,Employee Benefits,100M-500M,1000-5000
ORG_US_1039,Finance,Payment Processing,Digital Payments,50M-100M,1000-5000
ORG_US_1040,Real Estate,Payment Processing,Cloud Services,50M-100M,1000-5000
ORG_US_1041,Education,Business Loans,Digital Payments,100M-500M,1000-5000
ORG_US_1042,Finance,Business Loans,Employee Benefits,10M-50M,500-1000
ORG_US_1043,Retail,Business Loans,Employee Benefits,500M-1B,500-1000
ORG_US_1044,IT Services,Payment Processing,Digital Payments,50M-100M,100-500
ORG_US_1045,Healthcare,Investment Funds,Digital Payments,50M-100M,1000-5000
ORG_US_1046,Manufacturing,Investment Funds,Employee Benefits,100M-500M,100-500
ORG_US_1047,Real Estate,Investment Funds,Ethical Sourcing,10M-50M,100-500
ORG_US_1048,Retail,Investment Funds,Digital Payments,10M-50M,1000-5000
ORG_US_1049,Healthcare,Business Loans,Cloud Services,10M-50M,100-500
ORG_US_1050,Finance,Investment Funds,Ethical Sourcing,10M-50M,1000-5000
ORG_US_1051,Finance,Payment Processing,Ethical Sourcing,500M-1B,100-500
ORG_US_1052,Finance,Investment Funds,Employee Benefits,100M-500M,1000-5000
ORG_US_1053,IT Services,Business Loans,Cloud Services,50M-100M,100-500
ORG_US_1054,Healthcare,Payment Processing,Cloud Services,10M-50M,100-500
ORG_US_1055,Manufacturing,Payment Processing,Digital Payments,100M-500M,1000-5000
ORG_US_1056,Manufacturing,Investment Funds,Digital Payments,10M-50M,1000-5000
ORG_US_1057,Education,Payment Processing,Employee Benefits,100M-500M,500-1000
